,parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
16128,17303927,,,,0,0,,,,,,1512,,1512,,,,6111,,,,,,,34264056,-119224026,,,,,,,1118,263,,61110015.02,34543,2061,,97083,0,,,,,,,2008,,,60100,60100,2016,,553.02,,,6.111E+13
16129,17304027,,,,0,0,,,,,,1152,,1152,,,,6111,,,,,,,34266510,-119222022,,,,,,,1118,263,,61110015.02,34543,2061,761210,97083,0,,,,,,,1992,,,24500,24500,2016,,255.16,,,6.111E+13
16130,17304127,,,,0,0,,,,,,960,,960,,,,6111,,,,,,,34266764,-119223173,,,,,,,1118,263,,61110015.02,34543,2061,,97083,0,,,,,,,1988,,,16300,16300,2016,,96.84,Y,13,6.111E+13
16131,17304227,,,,0,0,,,,,,1440,,1440,,,,6111,,,,,,,34268666,-119224479,,,,,,,1118,263,,61110015.02,34543,2061,,97083,0,,,,,,,1972,,,16600,16600,2016,,99.98,,,6.111E+13
16132,17304327,,,,0,0,,,,,,1248,,1248,,,,6111,,,,,,,34264599,-119232702,,,,,,,1118,263,,61110015.02,34543,2061,,97083,0,,,,,,,1973,,,,,2016,,,,,6.111E+13
16133,17304427,,,,0,0,,,,,,1440,,1440,,,,6111,,,,,,,34268105,-119197071,,,,,,,1118,263,,61110015.03,34543,2061,,97083,0,,,,,,,1973,,,115400,115400,2016,,1128.98,,,6.111E+13
16134,17304527,,,,0,0,,,,,,1560,,1560,,,,6111,,,,,,,34271783,-119198133,,,,,,,1118,263,,61110015.03,34543,2061,,97083,0,,,,,,,1973,,,,,2016,,,,,6.111E+13
16135,17304627,,,,0,0,,,,,,728,728,,,,,6111,,,,,,,34324723,-119288806,,,,,,,1118,263,,61110012.04,34543,2061,,97081,0,,,,,,,1981,,,,,2016,,,,,6.111E+13
16136,17307326,,,,0,0,,,,,,470,,470,,,,6111,,,,,,,34192481,-119174775,,,,,,,1118,263,,61110091,13150,2061,,97101,0,,,,,,,2014,,,63701,63701,2016,,749.84,,,6.111E+13
16137,17307426,,,,0,0,,,,,,1620,,1620,,,,6111,,,,,,,34192481,-119174775,,,,,,,1118,263,,61110091,13150,2061,,97101,0,,,,,,,2003,,,40300,40300,2016,,391.98,,,6.11101E+13
16138,17307526,,,,0,0,,,,,,1120,,1120,,,,6111,,,,,,,34163761,-119150452,,,,,,,1118,263,,61110047.1,13150,2061,220669,97104,0,,,,,,,1966,,,,,2016,,,,,6.111E+13
16139,17307626,,,,0,0,,,,,,1056,1056,,,,,6111,,,,,,,34163854,-119137503,,,,,,,1118,263,,61110047.04,13150,2061,,97104,0,,,,,,,1982,,,,,2016,,,,,6.111E+13
16140,17309389,,,,0,0,,,,,,720,720,,,,,6111,,,,,,,34269760,-118674728,,,,,,,1118,263,,61110083.04,27110,2061,,97116,0,,,,,,,1962,,,,,2016,,,,,6.11101E+13
16141,17309567,,,,0,0,,,,,,1484,1484,,,,,6111,,,,,,,34268764,-118671073,,,,,,,1118,263,,61110083.04,27110,2061,,97116,0,,,,,,,2003,,,32900,32900,2016,,276.68,,,6.11101E+13
16142,17309767,,,,0,0,,,,,,1647,,1647,,,,6111,,,,,,,34274153,-118803240,,,,,,,1118,263,,61110077,27110,2061,,97118,0,,,,,,,2004,,,46300,46300,2016,,419.84,,,6.11101E+13
16143,17310536,,,,0,0,,,,,,1341,1341,,,,,6111,,,,,,,34338094,-119079455,,,,,,,1118,263,,61110005,26965,2061,,97113,0,,,,,,,1966,,,10200,10200,2016,,37.62,,,6.111E+13
16144,17310636,,,,0,0,,,,,,720,,720,,,,6111,,,,,,,34290264,-119148288,,,,,,,1118,263,,61110013.02,34543,2061,,97084,0,,,,,,,1970,,,,,2016,,,,,6.111E+13
16145,17310736,,,,0,0,,,,,,1440,,1440,,,,6111,,,,,,,34291050,-119150929,,,,,,,1118,263,,61110013.02,34543,2061,,97084,0,,,,,,,1976,,,,,2016,,,,,6.111E+13
16146,17310836,,,,0,0,,,,,,,,,,,,6111,,,,,,,34398400,-118899000,,,,,,,1118,263,,61110003.02,18098,2061,,97094,0,,,,,,,1976,,,,,2016,,,,,6.111E+13
16147,17310936,,,,0,0,,,,,,,,,,,,6111,,,,,,,34398400,-118899000,,,,,,,1118,263,,61110003.02,18098,2061,,97094,0,,,,,,,1976,,,,,2016,,,,,6.111E+13
16148,17311036,,,,0,0,,,,,,1320,,1320,,,,6111,,,,,,,34398411,-118897711,,,,,,,1118,263,,61110003.02,18098,2061,,97094,0,,,,,,,1972,,,11800,11800,2016,,134.4,,,6.111E+13
16149,17311136,,,,0,0,,,,,,1440,,1440,,,,6111,,,,,,,34366329,-119053260,,,,,,,1118,263,,61110004,26965,2061,,97113,0,,,,,,,1992,,,20508,20508,2016,,152.74,,,6.111E+13
16150,17311236,,,,0,0,,,,,,600,,600,,,,6111,,,,,,,34357458,-119053023,,,,,,,1118,263,,61110006,26965,2061,,97113,0,,,,,,,2005,,,16200,16200,2016,,180.88,,,6.111E+13
16151,17311813,,,,0,0,,,,,,600,,600,,,,6111,,,,,,,34343563,-119073024,,,,,,,1118,263,,61110007.01,26965,2061,,97113,0,,,,,,,1960,,,,,2016,,,,,6.111E+13
16152,17311913,,,,0,0,,,,,,960,,960,,,,6111,,,,,,,34345317,-119071310,,,,,,,1118,263,,61110007.01,26965,2061,,97113,0,,,,,,,1999,,,22200,22200,2016,,171.62,,,6.111E+13
16153,10717842,1,,,3,4,,9,3,,,2347,2347,,,,,6037,,3,,,,2,34211742,-118655345,14418,1,,,,1,101,261,LARE11,60371344.24,12447,3101,268588,96339,0,,,,1,,,1994,,,319861,509984,2016,190123,6404.78,,,6.03713E+13
16154,10717865,1,,,3,5,,9,3,,,3085,3085,,,,,6037,,3,,,,2,34208365,-118654424,11763,,,,,,100,261,LARE11,60371344.24,12447,3101,268588,96339,0,,,,1,,,1995,,,384886,664709,2016,279823,8284.2,,,6.03713E+13
16155,10717965,1,,,3,4,,9,3,,,2347,2347,,,,,6037,,3,,,,2,34208492,-118657915,14681,,,,,,100,261,LARE11,60371344.24,12447,3101,268588,96339,0,,,,1,,,1995,,,308588,489610,2016,181022,6100.58,,,6.03713E+13
16156,10718026,1,,,3,5,,9,3,,,3085,3085,,,,,6037,,3,,,,2,34210648,-118658659,14074,1,,,,1,101,261,LARE11,60371344.24,12447,3101,268588,96339,0,,,,1,,,1995,,,368136,592661,2016,224525,7446.27,,,6.03713E+13
16157,10718079,1,,,3,4,,8,3,,,2225,2225,,,,,6037,,3,,,,2,34217220,-118635495,11453,,,,,,100,261,LARE11,60371344.23,12447,3101,268588,96339,0,,,,1,,,1965,,,176962,343942,2016,166980,4359.77,,,6.03713E+13
16158,10718448,1,,,5,5,,9,5,,,4359,4359,,,,,6037,,5,,,,2,34211389,-118643107,11044,1,,,,1,101,261,LARE11,60371344.24,12447,3101,268588,96339,0,,,,1,,,1987,,,446331,674416,2016,228085,8347.95,,,6.03713E+13
16159,10718571,1,,,3,4,,7,3,,,3007,3007,,,,,6037,,3,,,,2,34215285,-118640968,10584,1,,,,1,101,261,LARE11,60371344.23,12447,3101,268588,96339,0,,,,1,,,1983,,,340334,657310,2016,316976,8076.11,,,6.03713E+13
16160,10718894,1,,,3,4,,7,3,,,2694,2694,,,,,6037,,3,,,,2,34211334,-118647881,15795,1,,,,1,101,261,LARA,60371344.24,12447,3101,268588,96339,0,,,,1,,,1984,,,359920,900841,2016,540921,11000.29,,,6.03713E+13
16161,10719017,1,,,3,4,,7,3,,,2714,2714,,,,,6037,,3,,,,2,34213095,-118650274,23098,1,,,,1,101,261,LARE11,60371344.24,12447,3101,268588,96339,0,,,,1,,,1985,,,425400,743229,2016,317829,9133.52,,,6.03713E+13
16162,10719078,,,,2,3,,6,2,,,1153,1153,,,,,6037,,2,,,,2,34207581,-118628051,7546,,,,,,100,261,LARS,60371344.22,12447,3101,268588,96342,0,,,,1,,,1956,,,37047,59183,2016,22136,824.78,,,6.03713E+13
16163,10719201,1,,,3,4,,8,3,,,2255,2255,,,,,6037,,3,,,,2,34203954,-118629651,6031,,,,,,100,261,LAR1,60371344.22,12447,3101,268588,96342,0,,,,1,,,1981,,,237121,546538,2016,309417,6751.56,,,6.03713E+13
16164,10719301,,,,3,3,,6,3,,,1914,1914,,,,,6037,,3,,,,2,34207957,-118626128,9306,1,,,,1,101,261,LARS,60371344.22,12447,3101,268588,96339,0,,,,1,,,1956,,,131994,346849,2016,214855,4405.91,,,6.03713E+13
16165,10719324,1,,,3,4,,8,3,,,2414,2414,,,,,6037,,3,,,,2,34206996,-118623879,7511,1,,,,1,101,261,LARS,60371344.22,12447,3101,268588,96342,0,,,,1,,,1977,,,232283,551322,2016,319039,6754,,,6.03713E+13
16166,10719485,,,,2,3,,6,2,,,2021,2021,,,,,6037,,2,,,,2,34203645,-118625968,7499,,,,,,100,261,LARS,60371344.22,12447,3101,268588,96342,0,,,,1,,,1960,,,169453,426493,2016,257040,5333.31,,,6.03713E+13
16167,10719585,1,,,2,3,,6,2,,,1372,1372,,,,,6037,,2,,,,2,34202231,-118622120,9480,,,,,,100,261,LARS,60371344.22,12447,3101,268588,96342,0,,,,1,,,1956,,,134393,247633,2016,113240,3204.17,,,6.03713E+13
16168,10719731,,,,2,3,,6,2,,,1358,1358,,,,,6037,,2,,,,2,34206094,-118620655,7559,,,,,,100,261,LARS,60371343.03,12447,3101,268588,96342,0,,,,1,,,1956,,,47828,68512,2016,20684,958.85,,,6.03713E+13
16169,10720683,,,,2,3,,6,2,,,1358,1358,,,,,6037,,2,,,,2,34205025,-118609667,7735,,,,,,100,261,LARS,60371343.03,12447,3101,30731,96338,0,,,,1,,,1956,,,69732,348679,2016,278947,4385.07,,,6.03713E+13
16170,10720783,,,,2,3,,6,2,,,1358,1358,,,,,6037,,2,,,,2,34203299,-118609672,8949,1,,,,1,101,261,LARS,60371343.03,12447,3101,30731,96338,0,,,,1,,,1956,,,96549,482764,2016,386215,6001.69,,,6.03713E+13
16171,10721066,,,,2,3,,6,2,,,1238,1238,,,,,6037,,2,,,,2,34197099,-118607862,6759,,,,,,100,261,LAR1,60371351.11,12447,3101,30731,96338,0,,,,1,,,1955,,,38495,61250,2016,22755,838.88,,,6.03714E+13
16172,10721302,1,,,1,1,,8,1,,,670,670,,,,,6037,,1,,,,2,34199600,-118612000,170145,1,,,,1,010C,266,LARD2,60371343.03,12447,3101,30731,96338,0,,,,1,,,1977,,,87110,175069,2016,87959,2100.71,,,6.03713E+13
16173,10721562,1,,,3,4,,8,3,,,1907,1907,,,,,6037,,3,,,,2,34199237,-118616021,5023,1,,,,1,101,261,LAR1,60371343.03,12447,3101,268588,96342,0,,,,1,,,1979,,,200888,311850,2016,110962,3838.85,,,6.03713E+13
16174,10721617,,,,3,4,,8,3,,,2235,2235,,,,,6037,,3,,,,2,34198510,-118619912,9493,,,,,,100,261,LARS,60371344.22,12447,3101,268588,96342,0,,,,1,,,1958,,,296000,623000,2016,327000,8015.37,,,6.03713E+13
16175,10722193,1,,,1,1,,8,1,,,783,783,,,,,6037,,1,,,,2,34198700,-118613000,221651,1,,,,1,010C,266,LARD2,60371343.03,12447,3101,30731,96338,0,,,,1,,,1977,,,51752,103504,2016,51752,1343.2,,,6.03713E+13
16176,10722443,,,,2,3,,6,2,,,1372,1372,,,,,6037,,2,,,,2,34199555,-118622839,8637,,,,,,100,261,LARS,60371344.22,12447,3101,268588,96342,0,,,,1,,,1956,,,175070,371361,2016,196291,4664.01,,,6.03713E+13
16177,10722612,1,,,4,5,,6,4,,,3094,3094,,,,,6037,,4,,,,2,34194445,-118627202,15586,1,,,,1,101,261,LARS,60371352.01,12447,3101,268588,96342,0,,,,1,,,1957,,,335087,815502,2016,480415,10059.43,,,6.03714E+13
16178,10722758,,,,2,3,,6,2,,,1354,1354,,,,,6037,,2,,,,2,34195289,-118631938,7407,,,,,,100,261,LARS,60371352.02,12447,3101,268588,96342,0,,,,1,,,1957,,,186000,517000,2016,331000,6378.38,,,6.03714E+13
16179,10722858,,,,2,4,,6,2,,,1570,1570,,,,,6037,,2,,,,2,34195746,-118624097,7977,1,,,,1,101,261,LARS,60371352.01,12447,3101,268588,96342,0,,,,1,,,1960,,,223970,373282,2016,149312,4619.79,,,6.03714E+13
16180,10723081,1,,,3,3,,8,3,,,2070,2070,,,,,6037,,3,,,,2,34206667,-118636804,10909,,,,,,100,261,LARE11,60371344.22,12447,3101,268588,96339,0,,,,1,,,1962,,,76047,100874,2016,24827,1420.52,,,6.03713E+13
16181,10723173,1,,,3,3,,7,3,,,1815,1815,,,,,6037,,3,,,,2,34200712,-118634010,1490806,,,,,,010C,266,LARD6,60371344.22,12447,3101,268588,96342,0,,,,1,,,1987,,,344158,573595,2016,229437,7030.12,,,6.03713E+13
16182,10723865,1,,,2,3,,8,2,,,1760,1760,,,,,6037,,2,,,,2,34210400,-118641037,11234,,,,,,100,261,LARE11,60371344.22,12447,3101,268588,96339,0,,,,1,,,1976,,,184295,289396,2016,105101,3646.25,,,6.03713E+13
16183,10724326,1,,,5,5,,11,5,,,3841,3841,,,,,6037,,5,,,,2,34203627,-118650355,10292,1,,,,1,101,261,LARE11,60371344.21,12447,3101,268588,96342,0,,,,1,,,1998,,,479000,1199000,2016,720000,14711.04,Y,13,6.03713E+13
16184,10724549,1,,,2,3,,8,2,,,1613,1613,,,,,6037,,2,,,,2,34198303,-118652060,13368,,,,,,100,261,LARE11,60371344.21,12447,3101,268588,96342,0,,,,1,,,1964,,,209000,705000,2016,496000,8724.61,,,6.03713E+13
16185,10724572,,,,2,4,,6,2,,,1570,1570,,,,,6037,,2,,,,2,34194325,-118640990,7561,,,,,,100,261,LARS,60371352.02,12447,3101,268588,96342,0,,,,1,,,1959,,,134000,512000,2016,378000,6243.49,,,6.03714E+13
16186,10724718,,,,2,4,,6,2,,,1300,1300,,,,,6037,,2,,,,2,34195183,-118634239,7310,,,,,,100,261,LARS,60371352.02,12447,3101,268588,96342,0,,,,1,,,1959,,,178862,532593,2016,353731,6561.9,,,6.03714E+13
16187,10725387,,,,2,3,,8,2,,,1600,1600,,,,,6037,,2,,,,2,34196920,-118646411,10008,,,,,,100,261,LARE11,60371344.21,12447,3101,268588,96342,0,,,,1,,,1964,,,160298,468102,2016,307804,5856.79,,,6.03713E+13
16188,10725510,1,,,3,3,,8,3,,,1594,1594,,,,,6037,,3,,,,2,34196000,-118658000,258337,1,,,,1,010C,266,LCC1*,60371352.03,,3101,,96342,0,,,,1,,,1983,,,231538,320943,2016,89405,3868.18,,,6.03714E+13
16189,10725840,1,,,3,4,,7,3,,,2813,2813,,,,,6037,,3,,,,2,34202768,-118655389,13670,,,,,,100,261,LARE20,60371344.24,12447,3101,268588,96342,0,,,,1,,,1987,,,224617,371057,2016,146440,4493.52,,,6.03713E+13
16190,10725909,1,,,2,3,,8,2,,,1798,1798,,,,,6037,,2,,,,2,34193252,-118657253,8930,,,,,,100,261,LCR17500*,60371352.03,,3101,,96342,0,,,,1,,,1980,,,268000,607000,2016,339000,7070.27,,,6.03714E+13
16191,10726385,1,,,3,5,,8,3,,,2525,2525,,,,,6037,,3,,,,2,34179405,-118655110,16404,,,,,,100,261,LARE11,60371373.02,12447,3101,48570,96389,0,,,,1,,,1975,,,285631,428443,2016,142812,5444.44,,,6.03714E+13
16192,10726608,1,,,4,5,,8,4,,,3141,3141,,,,,6037,,4,,,,2,34177537,-118660261,24199,1,,,,1,101,261,LARE11,60371373.02,12447,3101,48570,96389,0,,,,1,,,1966,,,108091,136026,2016,27935,1942.29,,,6.03714E+13
16193,10726854,1,,,5,6,,10,5,,,6014,6014,,,,,6037,,5,,,,2,34182514,-118664849,11758,1,,,,1,101,261,LARE11,60371373.02,12447,3101,48570,96389,0,,,,1,,,1988,,,984993,1335281,2016,350288,16345.17,,,6.03714E+13
16194,10726969,1,,,2,3,,6,2,,,2000,2000,,,,,6037,,2,,,,2,34185684,-118653760,8622,1,,,,1,101,261,LARS,60371352.03,12447,3101,268588,96342,0,,,,1,,,1960,,,142107,167762,2016,25655,2186.36,,,6.03714E+13
16195,10727507,,,,2,3,,6,2,,,1150,1150,,,,,6037,,2,,,,2,34183431,-118654384,7702,,,,,,100,261,LARS,60371352.03,12447,3101,48570,96389,0,,,,1,,,1960,,,122527,204316,2016,81789,2555.98,,,6.03714E+13
16196,10727922,,,,2,3,,6,2,,,1570,1570,,,,,6037,,2,,,,2,34191881,-118653468,7487,1,,,,1,101,261,LARS,60371352.03,12447,3101,268588,96342,0,,,,1,,,1960,,,162785,569542,2016,406757,7011.65,,,6.03714E+13
16197,10728022,,,,2,3,,6,2,,,1570,1570,,,,,6037,,2,,,,2,34191792,-118643075,7758,,,,,,100,261,LARS,60371352.03,12447,3101,268588,96342,0,,,,1,,,1959,,,143939,549868,2016,405929,6783.67,,,6.03714E+13
16198,10728145,,,,2,3,,6,2,,,1570,1570,,,,,6037,,2,,,,2,34190994,-118648665,7606,1,,,,1,101,261,LARS,60371352.03,12447,3101,268588,96342,0,,,,1,,,1959,,,112935,187950,2016,75015,2385.09,,,6.03714E+13
16199,10728245,,,,2,3,,6,2,,,1570,1570,,,,,6037,,2,,,,2,34189187,-118653097,7473,1,,,,1,101,261,LARS,60371352.03,12447,3101,268588,96342,0,,,,1,,,1960,,,182000,606000,2016,424000,7363.86,,,6.03714E+13
16200,10728683,1,,,2,4,,8,2,,,1878,1878,,,,,6037,,2,,,,2,34179448,-118638974,10838,,,,,,100,261,LARE11,60371373.01,12447,3101,48570,96389,0,,,,1,,,1965,,,159595,265991,2016,106396,3376.71,,,6.03714E+13
16201,10729075,,,,2,3,,6,2,,,1167,1167,,,,,6037,,2,,,,2,34182475,-118635772,7305,,,,,,100,261,LARS,60371352.02,12447,3101,48570,96389,0,,,,1,,,1959,,,66341,276768,2016,210427,3505.14,,,6.03714E+13
16202,10729175,,,,2,5,,6,2,,,1966,1966,,,,,6037,,2,,,,2,34185758,-118635678,6964,1,,,,1,101,261,LARS,60371352.02,12447,3101,48570,96389,0,,,,1,,,1959,,,160273,329748,2016,169475,4081.77,,,6.03714E+13
16203,10729298,1,,,3,3,,8,3,,,2056,2056,,,,,6037,,3,,,,2,34180024,-118631587,10748,,,,,,100,261,LARE11,60371373.01,12447,3101,48570,96389,0,,,,1,,,1963,,,248850,735028,2016,486178,8977.32,,,6.03714E+13
16204,10729421,,,,3,3,,8,3,,,1537,1537,,,,,6037,,3,,,,2,34190180,-118632325,7660,1,,,,1,101,261,LARS,60371352.02,12447,3101,268588,96342,0,,,,1,,,1957,,,167176,294767,2016,127591,3656.72,Y,15,6.03714E+13
16205,10729521,,,,2,3,,6,2,,,1477,1477,,,,,6037,,2,,,,2,34187695,-118630902,6968,,,,,,100,261,LARS,60371352.02,12447,3101,268588,96342,0,,,,1,,,1957,,,90283,338782,2016,248499,4253.55,,,6.03714E+13
16206,10729744,,,,2,4,,6,2,,,1570,1570,,,,,6037,,2,,,,2,34192304,-118633917,7848,,,,,,100,261,LARS,60371352.02,12447,3101,268588,96342,0,,,,1,,,1959,,,42567,334120,2016,291553,4205.77,,,6.03714E+13
16207,10730005,,,,2,3,,6,2,,,1570,1570,,,,,6037,,2,,,,2,34192360,-118641076,7592,,,,,,100,261,LARS,60371352.02,12447,3101,268588,96342,0,,,,1,,,1959,,,142926,442096,2016,299170,5495.36,,,6.03714E+13
16208,10730228,1,,,2,4,,6,2,,,1463,1463,,,,,6037,,2,,,,2,34191063,-118628805,7622,1,,,,1,101,261,LARS,60371352.01,12447,3101,268588,96342,0,,,,1,,,1957,,,165019,489514,2016,324495,6057.6,,,6.03714E+13
16209,10730328,1,,,3,4,,8,3,,,2122,2122,,,,,6037,,3,,,,2,34192126,-118620643,11367,,,,,,100,261,LARS,60371351.02,12447,3101,268588,96342,0,,,,1,,,1979,,,181750,380781,2016,199031,4822.77,,,6.03714E+13
16210,10730520,1,,,2,3,,6,2,,,1520,1520,,,,,6037,,2,,,,2,34192007,-118614509,6939,,,,,,100,261,LARS,60371351.02,12447,3101,48570,96342,0,,,,1,,,1958,,,134329,303008,2016,168679,3746.67,,,6.03714E+13
16211,10730620,,,,2,4,,6,2,,,1985,1985,,,,,6037,,2,,,,2,34192302,-118616955,7546,,,,,,100,261,LARS,60371351.02,12447,3101,268588,96342,0,,,,1,,,1957,,,171903,308718,2016,136815,3842.93,,,6.03714E+13
16212,10730720,1,,,2,4,,6,2,,,2074,2074,,,,,6037,,2,,,,2,34187138,-118620121,9207,,,,,,100,261,LARS,60371351.02,12447,3101,268588,96342,0,,,,1,,,1958,,,175000,574000,2016,399000,7047.15,,,6.03714E+13
16213,10730919,1,,,2,1,,7,2,,,1243,1243,,,,,6037,,2,,,,2,34182800,-118615000,125992,1,,,,1,010C,266,LARD2,60371351.02,12447,3101,48570,96389,0,,,,1,,,1975,,,201100,434000,2016,232900,5300.01,,,6.03714E+13
16214,10731394,1,,,3,3,,7,3,,,1999,1999,,,,,6037,,3,,,,2,34185802,-118616617,16601,1,,,,1,101,261,LARA,60371351.02,12447,3101,48570,96389,0,,,,1,,,1955,,,270590,786675,2016,516085,9746.65,,,6.03714E+13
16215,10731494,1,,,3,4,,8,3,,,2700,2700,,,,,6037,,3,,,,2,34183769,-118616317,12226,1,,,,1,101,261,LARE11,60371351.02,12447,3101,48570,96389,0,,,,1,,,1964,,,199980,306536,2016,106556,3907.36,,,6.03714E+13
16216,10731755,1,,,2,2,,6,2,,,1346,1346,,,,,6037,,2,,,,2,34172214,-118620020,7017,1,,,,1,101,261,LAR1,60371372.01,12447,3101,48570,96389,0,,,,1,,,1948,,,174115,573615,2016,399500,7209.12,Y,15,6.03714E+13
16217,10732328,1,,,2,3,,8,2,,,2058,2058,,,,,6037,,2,,,,2,34174711,-118614917,11070,1,,,,1,101,261,LARE11,60371372.01,12447,3101,48570,96389,0,,,,1,,,1960,,,180806,425000,2016,244194,5289.41,,,6.03714E+13
16218,10732451,,,,3,3,,8,3,,,1985,1985,,,,,6037,,3,,,,2,34176188,-118635951,17752,,,,,,104,261,LARA,60371373.01,12447,3101,48570,96389,0,,,,1,,,1957,,,156201,207139,2016,50938,2626.57,,,6.03714E+13
16219,10732497,1,,,4,3,,7,4,,,3645,3645,,,,,6037,,4,,,,2,34178515,-118631367,20376,,,,,,100,261,LARA,60371373.01,12447,3101,48570,96389,0,,,,1,,,1952,,,442506,717045,2016,274539,8860.39,,,6.03714E+13
16220,10732880,,,,2,2,,6,2,,,1477,1477,,,,,6037,,2,,,,2,34178182,-118622794,7814,,,,,,100,261,LARA,60371373.01,12447,3101,48570,96389,0,,,,1,,,1950,,,48410,179085,2016,130675,2293.24,,,6.03714E+13
16221,10732949,,,,2,3,,8,2,,,1659,1659,,,,,6037,,2,,,,2,34174409,-118641594,7753,1,,,,1,101,261,LARS,60371373.01,12447,3101,48570,96389,0,,,,1,,,1958,,,142404,236760,2016,94356,2970.8,,,6.03714E+13
16222,10733049,1,,,3,4,,8,3,,,2547,2547,,,,,6037,,3,,,,2,34177149,-118641808,7888,1,,,,1,104,261,LARS,60371373.01,12447,3101,48570,96389,0,,,,1,,,1957,,,139579,166684,2016,27105,2187.1,,,6.03714E+13
16223,10733269,1,,,3,2,,8,3,,,1201,1201,,,,,6037,,3,,,,2,34164111,-118625819,30668,1,,,,1,010C,266,LAR3,60371370,12447,3101,48570,96387,0,,,,1,,,1980,,,166540,296464,2016,129924,3635.74,Y,14,6.03793E+13
16224,10733292,,,,4,6,,6,4,,,2950,,,2950,,,6037,,4,,,,7,34168769,-118628038,18036,1,,,,1,201,246,LAR1,60371370,12447,3101,48570,96389,0,,,,2,,,1954,,,133212,208917,2016,75705,2726.5,,,6.03793E+13
16225,10733438,,,,1,2,,4,1,,,984,984,,,,,6037,,1,,,,7,34167010,-118627832,17565,,,,,,100,261,LAR1,60371370,12447,3101,48570,96389,0,,,,1,,,1950,,,71402,357033,2016,285631,4369.81,,,6.03793E+13
16226,10733522,,,,2,2,,6,2,,,1225,1225,,,,,6037,,2,,,,7,34163982,-118630043,9034,,,,,,100,261,LAR1,60371370,12447,3101,48570,96389,0,,,,1,,,1949,,,85146,425631,2016,340485,6557.54,,,6.03793E+13
16227,10733936,1,,,2,3,,7,2,,,1930,1930,,,,,6037,,2,,,,2,34166196,-118637498,12113,1,,,,1,101,261,LARE11,60371370,12447,3101,48570,96389,0,,,,1,,,1962,,,183378,567245,2016,383867,6983.55,,,6.0378E+13
16228,10734074,1,,,3,4,,8,3,,,2319,2319,,,,,6037,,3,,,,2,34166248,-118634129,11207,1,,,,1,101,261,LARE11,60379304.01,12447,3101,48570,96389,0,,,,1,,,1964,,,267000,890000,2016,623000,10743.97,,,6.03793E+13
16229,10734143,,,,3,3,,8,3,,,3506,3506,,,,,6037,,3,,,,2,34161634,-118635765,17963,1,,,,1,101,261,LARA,60371370,12447,3101,48570,96389,0,,,,1,,,1951,,,348035,491533,2016,143498,6080.81,,,6.0378E+13
16230,10734311,1,,,4,4,,7,4,,,2785,2785,,,,,6037,,4,,,,2,34180832,-118653209,12108,1,,,,1,101,261,LARE11,60371373.02,12447,3101,48570,96389,0,,,,1,,,1964,,,110990,143479,2016,32489,2078.64,,,6.03714E+13
16231,10734411,,,,2,4,,8,2,,,1920,1920,,,,,6037,,2,,,,2,34180587,-118649926,12036,1,,,,1,101,261,LARE11,60371373.02,12447,3101,48570,96389,0,,,,1,,,1961,,,220000,745000,2016,525000,9085.1,,,6.03714E+13
16232,10734511,,,,2,4,,8,2,,,1782,1782,,,,,6037,,2,,,,2,34181638,-118645267,7516,1,,,,1,101,261,LARS,60371373.02,12447,3101,48570,96389,0,,,,1,,,1961,,,171171,608134,2016,436963,7491.42,Y,14,6.03714E+13
16233,10734903,1,,,3,4,,7,3,,,2416,2416,,,,,6037,,3,,,,2,34173508,-118644598,10157,1,,,,1,101,261,LARS,60371373.02,12447,3101,48570,96389,0,,,,1,,,1962,,,111258,139401,2016,28143,1884,,,6.03714E+13
16234,10735049,1,,,4,5,,8,4,,,3098,3098,,,,,6037,,4,,,,2,34176607,-118652044,22382,1,,,,1,101,261,LARE11,60371373.02,12447,3101,48570,96389,0,,,,1,,,1966,,,288000,720000,2016,432000,8970.21,,,6.03714E+13
16235,10735149,1,,,2,4,,8,2,,,2016,2016,,,,,6037,,2,,,,2,34174760,-118652080,11272,1,,,,1,101,261,LARE11,60371373.02,12447,3101,48570,96389,0,,,,1,,,1963,,,197580,621529,2016,423949,7709.28,,,6.03714E+13
16236,10735249,1,,,2,3,,8,2,,,2076,2076,,,,,6037,,2,,,,2,34171513,-118653792,12213,,,,,,100,261,LARE11,60371373.02,12447,3101,48570,96389,0,,,,1,,,1964,,,295750,692920,2016,397170,8558,,,6.03714E+13
